Ref,Campus ID,Preferred ,Last,Suffix,Sex,Hispanic,Hispanic Origin,Race,Primary Ethnicity,Phone ,Street,City,State,Zip,Country,App Center,Standing,First Gen,Legacy,Faculty Child,Tuition Remission,Submitted Date,Admit Flag,Non Admit Flag,Cancel Flag,Complete Date,Admit Date,Deny Date,Cancel Date,Deposit Date,Entry Term App,Applied to College,Admitted to College,Admitted to Major,Current Bin Name,Admit Reason,Deny Reason,Cancel Reason,School,CEEB,School City,School State,MU Feeder,Test Optional,Raw GPA,Recalc GPA,GPA Scale,GPA Type,Rigor,Essay,ACT Equivalent,Blue and Gold,Category,Cristo Rey,Jesuit,Organization Flag,Type,Staff Assigned,Physical Therapy Status,Athletic Training Status,Sport,FACHEX,Tuition Exchange,Honors,EOP,Twin,Campus Visit,Undocumented,Merit Award,ONE Created Date,ONE Submitted Date
450499162,006256845,,,,M,No,,White,White,,,,IL,60140-5616,United States,UGRD,Freshman,No,,None,,8/30/2022,,,,9/8/2022,,,,,2023 August (Fall Semester),Health Sciences,Health Sciences,,Admit FRE,,,,Hampshire High School,142185,Hampshire,IL,,No,4,4,4,Unweighted,5,3,28,,High School,,,,Public,,,,,,,,,No,Yes,,,,
925945400,006263683,,,,F,Yes,,,Hispanic,,,,IL,60804-3501,United States,UGRD,Freshman,Yes,,None,,10/28/2022,,,,,,,,,2023 August (Fall Semester),Business Administration,Business Administration,,Incomplete FRE,,,,J S Morton High School East,141410,Cicero,IL,,No,4.32,3.68,4,Weighted,,,,,High School,,,,Public,,,,,,,,,No,,,,,
163716567,006258417,,,,M,Yes,,,Hispanic,,,,WI,53215-1901,United States,UGRD,Freshman,Yes,,None,,10/1/2022,,,,10/3/2022,,,,,2023 August (Fall Semester),Business Administration,Business Administration,,Admit FRE,,,,Saint Thomas More High School,501418,Milwaukee,WI,Y,Yes,3.36,3.36,4,Unweighted,3,2,,Gold,High School,,,,Catholic,,,,,,,,,No,Yes,,,,
727185578,006262633,,,,F,Yes,,White,Hispanic,,,,IL,60622-1139,United States,UGRD,Freshman,Yes,Brother,None,,10/25/2022,,,,10/26/2022,,,,,2023 August (Fall Semester),Arts and Sciences,Arts and Sciences,,Admit FRE,,,,Saint Ignatius College Prep,141170,Chicago,IL,Y,No,4.35,3.97,4,Weighted,4,2,33,Gold,High School,,"Yes, is a Jesuit School",,Catholic,,,,,,,,,No,,,,,
858035761,006263977,,,,M,No,,White,White,,,,IL,60805-3025,United States,UGRD,Freshman,No,,None,,10/29/2022,,,,,,,,,2023 August (Fall Semester),Arts and Sciences,Arts and Sciences,,To Be Entered FRE,,,,Evergreen Park High School,141865,Evergreen Pk,IL,,No,,,,,,,,,High School,,,,Public,,,,,,,,,No,Yes,,,,
990789503,006266189,,,,F,Yes,,Black or African American,Hispanic,,,,IL,60624-4093,United States,UGRD,Freshman,Yes,,None,,11/1/2022,,,,,,,,,2023 August (Fall Semester),Nursing,Nursing,,To Be Entered TOPT FRE,,,,Maine West High School,141597,Des Plaines,IL,,Yes,,,,,,,,,High School,,,,Public,,,,,,,,,No,,,,,
481070362,006259278,,,,F,No,,White,White,,,,IL,60803-2220,United States,UGRD,Freshman,No,,None,,10/9/2022,,,,10/10/2022,,,,,2023 August (Fall Semester),Arts and Sciences,Arts and Sciences,,Admit FRE,,,,Marist High School,141017,Chicago,IL,Y,Yes,4.13,3.85,4,Weighted,4,2,,Gold,High School,,,,Catholic,,,,,Eligible,,,,No,Yes,,,,
872425927,006262634,,,,F,No,,White,White,,,,WI,53578-2142,United States,UGRD,Freshman,Yes,,None,,10/25/2022,,,,10/26/2022,,,,,2023 August (Fall Semester),Health Sciences,Health Sciences,,Health Sciences,,,,Sauk Prairie High School,501885,Pr Du Sac,WI,,No,4.22,3.99,4,Weighted,,,27,,High School,,,,Public,,,,,,,,,No,,,,,
064415650,006261593,,,,F,No,,White,White,,,,MN,55372-3261,United States,UGRD,Freshman,No,,None,,10/21/2022,,,,10/24/2022,,,,,2023 August (Fall Semester),Health Sciences,Health Sciences,,Health Sciences,,,,Prior Lake High School,242035,Savage,MN,,No,3.81,3.81,4,Unweighted,,,30,,High School,,,,Public,,,,,,,,,No,Yes,,,,
622624721,006263684,,,,F,No,,White,White,,,,MI,49301-9300,United States,UGRD,Freshman,No,,None,,10/28/2022,,,,,,,,,2023 August (Fall Semester),Arts and Sciences,Arts and Sciences,,To Be Entered TOPT FRE,,,,Catholic Central High School,231685,Grand Rapids,MI,,Yes,,,,,,,,,High School,,,,Catholic,,,,,,,,,No,,,,,
295592869,006265290,,,,M,No,,White,White,,,,IL,60448-8346,United States,UGRD,Freshman,No,,None,,10/31/2022,,,,,,,,,2023 August (Fall Semester),Arts and Sciences,Arts and Sciences,,To Be Entered TOPT FRE,,,,Lincoln-Way East High School,141948,Frankfort,IL,,Yes,,,,,,,,,High School,,,,Public,,,,,,,,,No,,,,,
734717337,006265291,,,,M,No,,White,White,,,,IL,60126-4736,United States,UGRD,Freshman,Yes,,None,,10/31/2022,,,,,,,,,2023 August (Fall Semester),Business Administration,Business Administration,,App Received FRE,,,,York Community High School,141805,Elmhurst,IL,Y,No,,,,,,,,Gold,High School,,,,Public,,,,,,,,,No,,,,,
809156313,006259606,,,,M,No,,White,White,,,,PA,19083-1818,United States,UGRD,Freshman,No,,None,,10/11/2022,,,,10/12/2022,,,,,2023 August (Fall Semester),Health Sciences,Health Sciences,,Health Sciences,,,,Saint Joseph's Preparatory School,393480,Philadelphia,PA,Y,No,3.86,3.86,4,Unweighted,,,29,Gold,High School,,"Yes, is a Jesuit School",,Catholic,,,,,,,,,No,,,,,
380768816,006266190,,,,F,No,,White,White,,,,IL,60706-3202,United States,UGRD,Freshman,Yes,,None,,11/1/2022,,,,,,,,,2023 August (Fall Semester),Health Sciences,Health Sciences,,To Be Entered TOPT FRE,,,,Ridgewood High School,141097,Norridge,IL,,Yes,,,,,,,,,High School,,,,Public,,,,,,,,,No,,,,,
005586444,006259749,,,,M,No,,White,White,,,,IL,60062-4732,United States,UGRD,Freshman,No,,None,,10/12/2022,,,,10/14/2022,,,,,2023 August (Fall Semester),Business Administration,Business Administration,,Admit FRE,,,,Glenbrook North High School,143215,Northbrook,IL,Y,Yes,3.69,3.69,4,Unweighted,4,3,,Gold,High School,,,,Public,,,,,,,,,No,Yes,,,,
346431282,006265324,,,,F,No,,White,White,,,,IL,60004-5516,United States,UGRD,Freshman,No,,None,,10/31/2022,,,,,,,,,2023 August (Fall Semester),Nursing,Nursing,,To Be Entered TOPT FRE,,,,John Hersey High School,140097,Arlington Hts,IL,,Yes,,,,,,,,,High School,,,,Public,,,,,,,,,No,Yes,,,,
806560758,006259279,,,,F,No,,White,White,,,,WI,54115-7994,United States,UGRD,Freshman,No,Mother,None,,10/9/2022,,,,10/11/2022,,,,,2023 August (Fall Semester),Business Administration,Business Administration,,Admit FRE,,,,De Pere High School,500525,De Pere,WI,,No,3.95,3.95,4,Unweighted,4,3,31,,High School,,,,Public,,,,,,,,,No,Yes,,,,
005540790,006266191,,,,F,No,,AsianWhite,Asian,,,,MD,21076-1954,United States,UGRD,Freshman,No,Father,None,,11/1/2022,,,,,,,,,2023 August (Fall Semester),Health Sciences,Health Sciences,,To Be Entered FRE,,,,Mount De Sales Academy,210335,Catonsville,MD,,No,,,,,,,,,High School,,,,Religious NOT Catholic,,,,,,,,,No,,,,,
146916260,006263317,,,,F,No,,White,White,,,,IL,60176-1914,United States,UGRD,Freshman,Yes,,None,,10/27/2022,,,,,,,,,2023 August (Fall Semester),Health Sciences,Health Sciences,,To Be Entered TOPT FRE,,,,East Leyden High School,141960,Franklin Park,IL,,Yes,,,,,,,,,High School,,,,Public,,,,,,,,,No,,,,,
005341398,006260335,,,,M,,,White,White,,,,IL,60126-4615,United States,UGRD,Freshman,No,,None,,10/15/2022,,,,10/31/2022,,,,,2023 August (Fall Semester),Business Administration,Business Administration,,Business Administration,,,,York Community High School,141805,Elmhurst,IL,Y,No,4.16,3.4,4,Weighted,,,27,Gold,High School,,,,Public,,,,,,,,,No,Yes,,,,
217411969,006256468,,,,F,No,,White,White,,,,NY,14004-9745,United States,UGRD,Freshman,No,,None,,8/14/2022,,,,10/31/2022,,,,,2023 August (Fall Semester),Education,Education,,Education,,,,Alden Central School,330105,Alden,NY,,Yes,97.36,3.9,100,Weighted,,,,,High School,,,,Public,,,,,,,,,No,,,,,
187953485,006265325,,,,F,No,,White,White,,,,IL,60139-2720,United States,UGRD,Freshman,Yes,,None,,10/31/2022,,,,,,,,,2023 August (Fall Semester),Business Administration,Business Administration,,To Be Entered TOPT FRE,,,,Glenbard West High School,142075,Glen Ellyn,IL,Y,Yes,,,,,,,,Gold,High School,,,,Public,,,,,,,,,No,,,,,
799214375,006263318,,,,F,,,White,White,,,,TX,77382-1086,United States,UGRD,Freshman,No,,None,,10/27/2022,,,,,,,,,2023 August (Fall Semester),Business Administration,Business Administration,,To Be Entered TOPT FRE,,,,The Woodlands High School,441471,The Woodlands,TX,,Yes,,,,,,,,,High School,,,,Public,,,,,,,,,No,,,,,
371034799,006261594,,,,F,No,,White,White,,,,IL,60025-4705,United States,UGRD,Freshman,Yes,,None,,10/21/2022,,,,10/24/2022,,,,,2023 August (Fall Semester),Business Administration,Business Administration,,Business Administration,,,,Loyola Academy,144403,Wilmette,IL,Y,Yes,88.14,3.3,100,Unweighted,,,,Gold,High School,,"Yes, is a Jesuit School",,Catholic,,,,,,,,,No,,,,,
902237403,006258484,,,,M,No,,White,White,,,,IL,60005-2075,United States,UGRD,Freshman,Yes,,None,,10/2/2022,,,,10/5/2022,,,,,2023 August (Fall Semester),Arts and Sciences,Arts and Sciences,,Admit FRE,,,,Prospect High School,143062,Mt Prospect,IL,Y,Yes,3.61,3.61,4,Unweighted,3,4,,Gold,High School,,,,Public,,,,,,,,,No,Yes,,,,
002454649,006260780,,,,F,Yes,,White,Hispanic,,,,IL,60706-3245,United States,UGRD,Freshman,Yes,,None,,10/17/2022,,,,10/19/2022,,,,,2023 August (Fall Semester),Business Administration,Business Administration,,Maybe?,,,,Maine South High School,143377,Park Ridge,IL,Y,Yes,3.22,3.22,4,Unweighted,4,3,,Gold,High School,,,,Public,,,,,,,,,No,,,,,
802828174,006264414,,,,F,No,,White,White,,,,IL,60187-3646,United States,UGRD,Freshman,No,,None,,10/30/2022,,,,10/31/2022,,,,,2023 August (Fall Semester),Arts and Sciences,Arts and Sciences,,Arts & Sciences,,,,Montini Catholic High School,142663,Lombard,IL,Y,No,4.6,3.64,4,Weighted,,,29,Former Blue,High School,,,,Catholic,,,,,,,,,No,,,,,
755599414,006263330,,,,F,No,,White,White,,,,WI,53024-9691,United States,UGRD,Freshman,No,Father,None,,10/27/2022,,,,,,,,,2023 August (Fall Semester),Health Sciences,Health Sciences,,To Be Entered TOPT FRE,,,,Cedarburg High School,500370,Cedarburg,WI,Y,Yes,,,,,,,,Gold,High School,,,,Public,,,,,,,,,No,,,,,
365609041,006261951,,,,F,No,,White,White,,,,IL,60025-1908,United States,UGRD,Freshman,No,,None,,10/23/2022,,,,10/25/2022,,,,,2023 August (Fall Semester),Arts and Sciences,Arts and Sciences,,Admit FRE,,,,Loyola Academy,144403,Milwaukee,WI,Y,No,94.45,3.7,100,Weighted,4,3,29,Gold,High School,,"Yes, is a Jesuit School",,Catholic,,,,,,,,,No,Yes,,,,
087654913,006265326,,,,M,No,,White,White,,,,IL,60010-5656,United States,UGRD,Freshman,No,,None,,10/31/2022,,,,,,,,,2023 August (Fall Semester),Business Administration,Business Administration,,To Be Entered FRE,,,,Barrington Community High School,140205,Barrington,IL,Y,No,,,,,,,,Gold,High School,,,,Public,,,,,,,,,No,,,,,
849100565,006259016,,,,M,No,,White,White,,,,IL,60614-3117,United States,UGRD,Freshman,No,,None,,10/6/2022,,,,10/25/2022,,,,,2023 August (Fall Semester),Arts and Sciences,Arts and Sciences,,Admit FRE,,,,Saint Ignatius College Prep,141170,Chicago,IL,Y,No,3.33,3.29,4,Weighted,3,3,27,Gold,High School,,"Yes, is a Jesuit School",,Catholic,,,,,,,,,No,,,,,
650482599,006260781,,,,F,No,,White,White,,,,IL,60631-4208,United States,UGRD,Freshman,No,,None,,10/17/2022,,,,10/19/2022,,,,,2023 August (Fall Semester),Business Administration,Business Administration,,Admit FRE,,,,Loyola Academy,144403,Wilmette,IL,Y,Yes,92.71,3.7,100,Weighted,5,4,,Gold,High School,,"Yes, is a Jesuit School",,Catholic,,,,,,,,,No,,,,,
809653531,006258886,,,,M,No,,Asian,Asian,,,,VA,22191-3420,United States,UGRD,Freshman,Yes,,None,,10/5/2022,,,,,,,,,2023 August (Fall Semester),Business Administration,Business Administration,,App Received FRE,,,,Freedom High School,472469,Woodbridge,VA,,Yes,,,,,,,,,High School,,,,Public,,,,,,,,,No,,,,,
941795031,006263319,,,,M,No,,White,White,,,,IL,60134-3973,United States,UGRD,Freshman,No,,None,,10/27/2022,,,,10/28/2022,,,,,2023 August (Fall Semester),Nursing,Nursing,,Nursing,,,,Geneva Community High School,142020,Geneva,IL,,No,3.24,3.24,4,Unweighted,,,21,,High School,,,,Public,,,,,,,,,No,,,,,
497502080,006261191,,,,F,No,,White,White,,,,IL,60004-6752,United States,UGRD,Freshman,No,,None,,10/19/2022,,,,10/21/2022,,,,,2023 August (Fall Semester),Nursing,Nursing,,Admit FRE,,,,Prospect High School,143062,Mt Prospect,IL,Y,No,3.91,3.91,4,Unweighted,4,3,29,Gold,High School,,,,Public,,,,,,,,,No,Yes,,,,
089791217,006258755,,,,M,No,,Asian,Asian,,,,ID,83712-6668,United States,UGRD,Freshman,No,,None,,10/4/2022,,,,10/17/2022,,,,,2023 August (Fall Semester),Business Administration,Business Administration,,Maybe?,,,,Bishop Kelly High School,130041,Boise,ID,,Yes,3.85,3.85,4,Unweighted,2,2,,,High School,,,,Catholic,,,,,,,,,No,,,,,
697513936,006264398,,,,M,No,,Asian,Asian,,,,IL,60194-3875,United States,UGRD,Freshman,No,,None,,10/30/2022,,,,,,,,,2023 August (Fall Semester),Business Administration,Business Administration,,To Be Entered FRE,,,,Hoffman Estates High School,142301,Hoffman Est,IL,,No,,,,,,,,,High School,,,,Public,,,,,,,,,No,Yes,,,,
680260209,006265327,,,,M,Yes,,White,Hispanic,,,,IL,60016-3255,United States,UGRD,Freshman,No,,None,,10/31/2022,,,,,,,,,2023 August (Fall Semester),Health Sciences,Health Sciences,,To Be Entered FRE,,,,Maine West High School,141597,Des Plaines,IL,,No,,,,,,,,,High School,,,,Public,,,,,,,,,No,Yes,,,,
686756839,006258041,,,,M,No,,Black or African American,Black or African American,,,,,,Ghana,OIE,Freshman,Yes,,None,,9/26/2022,,,,,,,,,2023 August (Fall Semester),Arts and Sciences,Arts and Sciences,,Checklist Check OIE,,,,Prempeh College,617104,Kumasi,Ashanti,,Yes,,,,,,,,,High School,,,,Independent,,,,,,,,,No,,,,,
302719375,006263331,,,,F,No,,White,White,,,,IL,60004-2260,United States,UGRD,Freshman,No,,None,,10/27/2022,,,,10/28/2022,,,,,2023 August (Fall Semester),Arts and Sciences,Arts and Sciences,,Arts & Sciences,,,,Wheeling High School,144387,Wheeling,IL,,Yes,3.7,3.7,4,Unweighted,,,,,High School,,,,Public,,,,,,,,,No,,,,,
421682479,006261946,,,,M,No,,AsianWhite,Asian,,,,IL,60030-3707,United States,UGRD,Freshman,No,,None,,10/23/2022,,,,10/31/2022,,,,,2023 August (Fall Semester),Engineering,Engineering,,Engineering,,,,Grayslake North High School,142126,Grayslake,IL,,No,3.83,3.58,4,Weighted,,,19,,High School,,,,Public,,,,,,,,,No,,,,,
111373364,006256469,,,,M,,,,Not Provided,,,,TX,75225-2422,United States,UGRD,Freshman,No,,None,,8/22/2022,,,,9/19/2022,,,,,2023 August (Fall Semester),Arts and Sciences,Arts and Sciences,,Admit FRE,,,,The Parish Episcopal School,442368,Dallas,TX,,No,3.94,3.7,4,Weighted,5,2,32,,High School,,,,Religious NOT Catholic,,,,,,,,,No,,,,,
385754958,006261192,,,,F,No,,White,White,,,,MI,48072-1013,United States,UGRD,Freshman,Yes,,None,,10/19/2022,,,,10/21/2022,,,,,2023 August (Fall Semester),Arts and Sciences,Arts and Sciences,,Admit FRE,,,,Berkley High School,230295,Berkley,MI,,Yes,3.76,3.76,4,Unweighted,4,3,,,High School,,,,Public,,,,,,,,,No,,,,,
882655270,006263998,,,,F,,,White,White,,,,IL,60462-1629,United States,UGRD,Freshman,Yes,,None,,10/29/2022,,,,,,,,,2023 August (Fall Semester),Arts and Sciences,Arts and Sciences,,To Be Entered TOPT FRE,,,,Carl Sandburg High School,143325,Orland Park,IL,Y,Yes,,,,,,,,Gold,High School,,,,Public,,,,,,,,,No,,,,,
358487376,006258487,,,,M,No,,White,White,,,,MN,55317-7645,United States,UGRD,Freshman,No,,None,,10/2/2022,,,,10/5/2022,,,,,2023 August (Fall Semester),Health Sciences,Health Sciences,,Admit FRE,,,,Chanhassen High School,240421,Chanhassen,MN,,Yes,3.7,3.7,4,Unweighted,3,2,,,High School,,,,Public,,,,,,,,,No,Yes,,,,
126293297,006266192,,,,M,No,,White,White,,,,MN,56537-8213,United States,UGRD,Freshman,No,,None,,11/1/2022,,,,,,,,,2023 August (Fall Semester),Business Administration,Business Administration,,To Be Entered TOPT FRE,,,,Fergus Falls Sr High School,240828,Fergus Falls,MN,,Yes,,,,,,,,,High School,,,,Public,,,,,,,,,No,,,,,
010019283,006263685,,,,M,No,,White,White,,,,MN,55082-1040,United States,UGRD,Freshman,No,,None,,10/28/2022,,,,,,,,,2023 August (Fall Semester),Engineering,Engineering,,Incomplete FRE,,,,Hill-Murray School,242217,Maplewood,MN,,No,3.59,3.54,4,Weighted,,,,,High School,,,,Catholic,,,,,,,,,No,,,,,
905869828,006266210,,,,F,No,,White,White,,,,WI,53572-1897,United States,UGRD,Freshman,Yes,,None,,11/1/2022,,,,,,,,,2023 August (Fall Semester),Health Sciences,Health Sciences,,To Be Entered TOPT FRE,,,,Mount Horeb High School,501585,Mount Horeb,WI,,Yes,,,,,,,,,High School,,,,Public,,,,,,,,,No,,,,,
074134150,006261952,,,,F,No,,White,White,,,,AB,T0C 1Z0,Canada,UGRD,Freshman,No,,None,,10/23/2022,,,,10/26/2022,,,,,2023 August (Fall Semester),Arts and Sciences,Arts and Sciences,,Arts & Sciences,,,,Leduc Composite High School,820569,Leduc,AB,,No,3.59,3.59,4,Unweighted,,,27,,High School,,,,Public,,,,,,,,,No,Yes,,,,
063630268,006262333,,,,M,No,,White,White,,,,IL,60646-6619,United States,UGRD,Freshman,No,,None,,10/24/2022,,,,10/25/2022,,,,,2023 August (Fall Semester),Engineering,Engineering,,Engineering,,,,Loyola Academy,144403,Wilmette,IL,Y,No,90.65,3.2,100,Weighted,,,33,Gold,High School,,"Yes, is a Jesuit School",,Catholic,,,,,,,,,No,Yes,,,,
055977773,006258756,,,,F,No,,White,White,,,,MI,48304-1058,United States,UGRD,Freshman,No,Mother,None,,10/4/2022,,,,10/5/2022,,,,,2023 August (Fall Semester),Arts and Sciences,Arts and Sciences,,Admit FRE,,,,Bloomfield Hills High School,232447,Bloomfld Hls,MI,,No,4,4,4,Unweighted,4,3,30,,High School,,,,Public,,,,,,,,,No,Yes,,,,
010701660,006264415,,,,F,No,,White,White,,,,MI,48103-5009,United States,UGRD,Freshman,No,Mother,None,,10/30/2022,,,,11/1/2022,,,,,2023 August (Fall Semester),Arts and Sciences,Arts and Sciences,,Arts & Sciences,,,,Pioneer High School,230088,Ann Arbor,MI,,No,4,4,4,Unweighted,,,33,,High School,,,,Public,,,,,,,,,No,Yes,,,,
078871387,006258083,,,,F,No,,White,White,,,,IL,60106-3237,United States,UGRD,Freshman,No,,None,,9/27/2022,,,,10/4/2022,,,,,2023 August (Fall Semester),Arts and Sciences,Arts and Sciences,,Admit FRE,,,,Fenton High School,140290,Bensenville,IL,,Yes,4,4,4,Unweighted,5,2,,,High School,,,,Public,,,,,,,,,No,,,,,
365237687,006262337,,,,F,No,,White,White,,,,IL,60714-1841,United States,UGRD,Freshman,Yes,,None,,10/24/2022,,,,10/31/2022,,,,,2023 August (Fall Semester),Education,Education,,Education,,,,Willows Academy,142074,Des Plaines,IL,,No,96.66,3.9,100,Unweighted,,,27,,High School,,,,Independent,,,,,,,,,No,,,,,
353213145,006260342,,,,F,No,,White,White,,,,IL,60706-4518,United States,UGRD,Freshman,Yes,,None,,10/15/2022,,,,10/18/2022,,,,,2023 August (Fall Semester),Arts and Sciences,Arts and Sciences,,Admit FRE,,,,Ridgewood High School,141097,Norridge,IL,,Yes,3.87,3.87,4,Unweighted,5,2,,,High School,,,,Public,,,,,,,,,No,,,,,
528325174,006266211,,,,F,No,,White,White,,,,IL,60304-1475,United States,UGRD,Freshman,No,,None,,11/1/2022,,,,,,,,,2023 August (Fall Semester),Arts and Sciences,Arts and Sciences,,To Be Entered TOPT FRE,,,,Fenwick High School,143240,Oak Park,IL,Y,Yes,,,,,,,,Gold,High School,,,,Catholic,,,,Women's Cross Country,,,,,No,,,,,
525287322,006266193,,,,M,No,,White,White,,,,WI,53213-3150,United States,UGRD,Freshman,No,,None,,11/1/2022,,,,,,,,,2023 August (Fall Semester),Arts and Sciences,Arts and Sciences,,App Received FRE,,,,Home School Clearing House,970000,New York,NY,,Yes,,,,,,,,,High School,,,,Home School,,,,,,,,,No,Yes,,,,
740734132,006265328,,,,M,No,,White,White,,,,IL,60523-1471,United States,UGRD,Freshman,No,,None,,10/31/2022,,,,,,,,,2023 August (Fall Semester),Arts and Sciences,Arts and Sciences,,App Received FRE,,,,York Community High School,141805,Elmhurst,IL,Y,Yes,,,,,,,,Gold,High School,,,,Public,,,,,,,,,No,,,,1/24/2022,
731936766,006257948,,,,F,No,,AsianAsian - Other,Asian,,,,WI,53154-6440,United States,UGRD,Freshman,Yes,Sister,None,,9/26/2022,,,,,,,,,2023 August (Fall Semester),Arts and Sciences,Arts and Sciences,,App Received FRE,,,,Salam School,501349,Milwaukee,WI,Y,Yes,,,,,,,,Gold,High School,,,,Independent,,,,,,,,,No,Yes,,,,
395526882,006256475,,,,F,No,,White,White,,,,IL,60655-2213,United States,UGRD,Freshman,No,,None,,8/23/2022,,,,9/28/2022,,,,,2023 August (Fall Semester),Arts and Sciences,Arts and Sciences,,Maybe?,,,,Mother McAuley High School,141044,Chicago,IL,Y,Yes,3,2.99,4,Weighted,3,2,,Gold,High School,,,,Catholic,,,,,,,,,No,,,,,
070942121,006263999,,,,F,No,,White,White,,,,WI,53704-2383,United States,UGRD,Freshman,Yes,,None,,10/29/2022,,,,,,,,,2023 August (Fall Semester),Nursing,Nursing,,App Received FRE,,,,East High School,501150,Madison,WI,,Yes,,,,,,,,,High School,,,,Public,,,,,,,,,No,,,,,
598709668,006257197,,,,M,No,,White,White,,,,IL,60646-6127,United States,UGRD,Freshman,No,,None,,9/10/2022,,,,9/12/2022,,,,,2023 August (Fall Semester),Health Sciences,Health Sciences,,Admit FRE,,,,Notre Dame College Prep,141063,Niles,IL,Y,Yes,3.36,3.33,4,Weighted,3,3,,Gold,High School,,,,Catholic,,,,,,,,,No,Yes,,,,
134415673,006262967,,,,F,No,,White,White,,,,OH,44135-3863,United States,UGRD,Freshman,No,,None,,10/26/2022,,,,,,,,,2023 August (Fall Semester),Arts and Sciences,Arts and Sciences,,To Be Entered TOPT FRE,,,,Saint Joseph Academy,361360,Cleveland,OH,,Yes,,,,,,,,,High School,,,,Catholic,,,,,,,,,No,,,,,
122341387,006263332,,,,F,No,,White,White,,,,MN,55422-2646,United States,UGRD,Freshman,No,,None,,10/27/2022,,,,,,,,,2023 August (Fall Semester),Business Administration,Business Administration,,To Be Entered TOPT FRE,,,,Robbinsdale Armstrong High School,241627,Plymouth,MN,,Yes,,,,,,,,,High School,,,,Public,,,,,,,,,No,,,,,
166924498,006256968,,,,F,No,,White,White,,,,IL,60655-3107,United States,UGRD,Freshman,No,,None,,9/3/2022,,,,9/22/2022,,,,,2023 August (Fall Semester),Arts and Sciences,Arts and Sciences,,Admit FRE,,,,Mother McAuley High School,141044,Chicago,IL,Y,No,4.16,3.84,4,Weighted,4,2,30,Gold,High School,,,,Catholic,,,,,,,,,No,Yes,,,,
190179247,006257225,,,,F,No,,WhiteWhite - Europe,White,,,,IA,50266-6329,United States,UGRD,Freshman,No,,None,,9/11/2022,,,,9/28/2022,,,,,2023 August (Fall Semester),Arts and Sciences,Arts and Sciences,,Admit FRE,,,,Valley High School,164625,Wdm,IA,,No,3.93,3.93,4,Unweighted,4,2,25,,High School,,,,Public,,,,,,Eligible,,,No,Yes,,,,
029711669,006258360,,,,F,No,,White,White,,,,IL,60634-1827,United States,UGRD,Freshman,Yes,,None,,9/30/2022,,,,10/4/2022,,,,,2023 August (Fall Semester),Health Sciences,Health Sciences,,Admit FRE,,,,Lake Forest Academy,142525,Lake Forest,IL,,Yes,3.57,3.57,4,Unweighted,3,3,,,High School,,,,Independent,,,,,,,,,No,,,,,
890551083,006261599,,,,F,No,,White,White,,,,CA,94566-5329,United States,UGRD,Freshman,No,,None,,10/21/2022,,,,10/24/2022,,,,,2023 August (Fall Semester),Health Sciences,Health Sciences,,Health Sciences,,,,Amador Valley High School,052495,Pleasanton,CA,,Yes,3.58,3.58,4,Unweighted,,,,,High School,,,,Public,,,,,,,,,No,,,,,
974045185,006265350,,,,F,,,White,White,,,,WI,54467-3689,United States,UGRD,Freshman,No,,None,,10/31/2022,,,,,,,,,2023 August (Fall Semester),Arts and Sciences,Arts and Sciences,,To Be Entered TOPT FRE,,,,Stevens Point Area Senior High School SPASH,502195,Stevens Point,WI,,Yes,,,,,,,,,High School,,,,Public,,,,,,,,,No,,,,,
701374091,006260990,,,,M,No,,White,White,,,,IL,60025-4148,United States,UGRD,Freshman,No,,None,,10/18/2022,,,,10/19/2022,,,,,2023 August (Fall Semester),Engineering,Engineering,,Admit FRE,,,,Glenbrook South High School,142078,Glenview,IL,Y,No,3.52,3.52,4,Unweighted,3,2,25,Gold,High School,,,,Public,,,,,,,,,No,Yes,,,,
422508322,006257111,,,,F,No,,White,White,,,,IL,60051-8980,United States,UGRD,Freshman,Yes,,None,,9/7/2022,,,,9/26/2022,,,,,2023 August (Fall Semester),Nursing,Nursing,,Admit FRE,,,,Johnsburg High School,142831,Johnsburg,IL,,Yes,4.14,3.85,4,Weighted,5,3,,,High School,,,,Public,,,,,,,,,No,,,,,
061210127,006266212,,,,F,No,,American Indian or Alaska NativeBlack or African American,Native American or Alaskan Native,,,,WI,54313-1341,United States,UGRD,Freshman,No,,None,,11/1/2022,,,,,,,,,2023 August (Fall Semester),Communication,Communication,,App Received FRE,,,,Seymour High School,502070,Seymour,WI,,Yes,,,,,,,,,High School,,,,Public,,,,,,,,,No,,,,,
251871202,006259447,,,,M,No,,Asian,Asian,,,,TX,77079-6506,United States,UGRD,Freshman,Yes,,None,,10/10/2022,,,,10/12/2022,,,,,2023 August (Fall Semester),Business Administration,Business Administration,,Maybe?,,,,Strake Jesuit College Prep,443383,Houston,TX,Y,Yes,3.52,3.23,4,Weighted,3,2,,Gold,High School,,"Yes, is a Jesuit School",,Catholic,,,,,,,,,No,,,,,
454488225,006265351,,,,F,No,,Asian,Asian,,,,MN,55434-2902,United States,UGRD,Freshman,Yes,,None,,10/31/2022,,,,,,,,,2023 August (Fall Semester),Arts and Sciences,Arts and Sciences,,To Be Entered TOPT FRE,,,,Blaine High School,240256,Blaine,MN,,Yes,,,,,,,,,High School,,,,Public,,,,,,,,,No,,,,,
