Ref,Campus ID,Preferred ,Last,Suffix,Sex,Hispanic,Hispanic Origin,Race,Primary Ethnicity,Phone ,Street,City,State,Zip,Country,App Center,Standing,First Gen,Legacy,Faculty Child,Tuition Remission,Submitted Date,Admit Flag,Non Admit Flag,Cancel Flag,Complete Date,Admit Date,Deny Date,Cancel Date,Deposit Date,Entry Term App,Applied to College,Admitted to College,Admitted to Major,Current Bin Name,Admit Reason,Deny Reason,Cancel Reason,School,CEEB,School City,School State,MU Feeder,Test Optional,Raw GPA,Recalc GPA,GPA Scale,GPA Type,Rigor,Essay,ACT Equivalent,Blue and Gold,Category,Cristo Rey,Jesuit,Organization Flag,Type,Staff Assigned,Physical Therapy Status,Athletic Training Status,Sport,FACHEX,Tuition Exchange,Honors,EOP,Twin,Campus Visit,Undocumented,Merit Award,ONE Created Date,ONE Submitted Date
719841840,006259947,,,,F,No,,White,White,,,,IL,60506-8870,United States,UGRD,Freshman,No,,None,,10/13/2022,,,,10/14/2022,,,,,2023 August (Fall Semester),Health Sciences,Health Sciences,,Admit FRE,,,,Kaneland High School,142760,Maple Park,IL,,No,3.97,3.97,4,Unweighted,5,3,30,,High School,,,,Public,,,,,,,,,No,Yes,,,,
441882805,006261898,,,,F,No,,White,White,,,,IL,60410-1407,United States,UGRD,Freshman,No,,None,,10/23/2022,,,,10/24/2022,,,,,2023 August (Fall Semester),Nursing,Nursing,,Nursing,,,,Minooka Community High School,142950,Minooka,IL,,No,4.23,3.93,4,Weighted,,,28,,High School,,,,Public,,,,,,,,,No,Yes,,,,
931398570,006262288,,,,F,No,,White,White,,,,WI,53950-9658,United States,UGRD,Freshman,Yes,,None,,10/24/2022,,,,,,,,,2023 August (Fall Semester),Health Sciences,Health Sciences,,To Be Entered TOPT FRE,,,,Mauston High School,501247,Mauston,WI,,Yes,,,,,,,,,High School,,,,Public,,,,,,,,,No,,,,,
635770153,006266084,,,,F,No,,Asian,Asian,,,,WI,53142-7556,United States,UGRD,Freshman,No,,None,,11/1/2022,,,,,,,,,2023 August (Fall Semester),Engineering,Engineering,,To Be Entered Fast Pass FRE,,,,Lakeview Technology Academy,501822,Pleasant Pr,WI,,No,,,,,,,33,,High School,,,,Public,,,,,,,,,No,Yes,,,,
910546091,006261899,,,,F,No,,White,White,,,,IL,60441-4133,United States,UGRD,Freshman,No,,None,,10/23/2022,,,,10/25/2022,,,,,2023 August (Fall Semester),Health Sciences,Health Sciences,,Health Sciences,,,,Lockport Township High School,142655,Lockport,IL,,No,4.29,3.84,4,Weighted,,,23,,High School,,,,Public,,,,,,,,,No,,,,,
581774911,006263948,,,,F,No,,WhiteWhite - Europe,White,,,,MN,55129-5235,United States,UGRD,Freshman,No,,None,,10/29/2022,,,,,,,,,2023 August (Fall Semester),Business Administration,Business Administration,,To Be Entered TOPT FRE,,,,Woodbury High School,242343,Woodbury,MN,,Yes,,,,,,,,,High School,,,,Public,,,,,,,,,No,,,,,
921071821,006264267,,,,M,Yes,,Black or African American,Hispanic,,,,IL,60120-7550,United States,UGRD,Freshman,No,,None,,10/30/2022,,,,,,,,,2023 August (Fall Semester),Business Administration,Business Administration,,To Be Entered TOPT FRE,,,,South Elgin High School,143784,South Elgin,IL,,Yes,,,,,,,,,High School,,,,Public,,,,,,,,,Yes,,,,,
710253385,006264292,,,,F,Yes,,Black or African American,Hispanic,,,,IL,60120-7550,United States,UGRD,Freshman,No,,None,,10/30/2022,,,,,,,,,2023 August (Fall Semester),Arts and Sciences,Arts and Sciences,,To Be Entered TOPT FRE,,,,South Elgin High School,143784,South Elgin,IL,,Yes,,,,,,,,,High School,,,,Public,,,,,,,,,No,,,,,
510536446,006266085,,,,F,No,,White,White,,,,CA,95472-2404,United States,UGRD,Freshman,No,,None,,11/1/2022,,,,,,,,,2023 August (Fall Semester),Health Sciences,Health Sciences,,To Be Entered TOPT FRE,,,,Analy High School,053345,Sebastopol,CA,,Yes,,,,,,,,,High School,,,,Public,,,,,,,,,No,,,,,
974898093,006260741,,,,M,No,,White,White,,,,IL,60487-8669,United States,UGRD,Freshman,No,,None,,10/17/2022,,,,10/19/2022,,,,,2023 August (Fall Semester),Engineering,Engineering,,Admit FRE,,,,Victor J. Andrew High School,144117,Orland Hills,IL,,No,4.78,3.95,4,Weighted,4,3,31,,High School,,,,Public,,,,,,,,,No,Yes,,,,
839987465,006265200,,,,F,No,,Asian,Asian,,,,IL,60192-4101,United States,UGRD,Freshman,No,,None,,10/31/2022,,,,,,,,,2023 August (Fall Semester),Business Administration,Business Administration,,To Be Entered TOPT FRE,,,,Barrington Community High School,140205,Barrington,IL,Y,Yes,,,,,,,,Gold,High School,,,,Public,,,,,,,,,No,,,,,
277547051,006257006,,,,M,No,,White,White,,,,WI,53044-1411,United States,UGRD,Freshman,Yes,,None,,9/5/2022,,,,10/12/2022,,,,,2023 August (Fall Semester),Business Administration,Business Administration,,Maybe?,,,,Kohler Senior High School,501035,Kohler,WI,,No,3.08,3.04,4,Weighted,4,3,26,,High School,,,,Public,,,,,,,,,No,Yes,,,,
427077560,006258238,,,,F,No,,White,White,,,,IL,60655-1612,United States,UGRD,Freshman,No,Mother,None,,9/29/2022,,,,10/12/2022,,,,,2023 August (Fall Semester),Communication,Communication,,Maybe?,,,,Mother McAuley High School,141044,Chicago,IL,Y,No,3.16,3.2,4,Weighted,3,2,18,Gold,High School,,,,Catholic,,,,,,,,,No,,,,,
295519493,006261572,,,,F,No,,White,White,,,,WI,53202-1536,United States,UGRD,Freshman,No,,None,,10/21/2022,,,,10/24/2022,,,,,2023 August (Fall Semester),Health Sciences,Health Sciences,,Admit FRE,,,,Ronald Reagan College Prep High School,501348,Milwaukee,WI,Y,No,4.37,4,4,Weighted,5,4,29,Gold,High School,,,MPS,Public,,,,,,,,,No,,,,,
537129971,006262921,,,,F,No,,White,White,,,,IL,60068-3254,United States,UGRD,Freshman,Yes,,None,,10/26/2022,,,,10/28/2022,,,,,2023 August (Fall Semester),Health Sciences,Health Sciences,,Health Sciences,,,,Maine South High School,143377,Park Ridge,IL,Y,Yes,3.12,3.12,4,Unweighted,,,,Gold,High School,,,,Public,,,,,,,,,No,Yes,,,,
607452872,006260312,,,,M,No,,White,White,,,,IL,60068-4430,United States,UGRD,Freshman,Yes,,None,,10/15/2022,,,,10/17/2022,,,,,2023 August (Fall Semester),Health Sciences,Health Sciences,,Admit FRE,,,,Maine South High School,143377,Park Ridge,IL,Y,Yes,3.83,3.83,4,Unweighted,4,3,,Gold,High School,,,,Public,,,,,,,,,No,,,,,
367645933,006264268,,,,M,No,,White,White,,,,IL,60067-4289,United States,UGRD,Freshman,No,,None,,10/30/2022,,,,,,,,,2023 August (Fall Semester),Business Administration,Business Administration,,To Be Entered FRE,,,,Saint Viator High School,140098,Arlington Hts,IL,Y,No,,,,,,,,Gold,High School,,,,Catholic,,,,,,,,,No,Yes,,,,
647359614,006258407,,,,F,No,,White,White,,,,MN,55116-1402,United States,UGRD,Freshman,No,,None,,10/1/2022,,,,10/31/2022,,,,,2023 August (Fall Semester),Business Administration,Business Administration,,Business Administration,,,,Cretin-Derham Hall,242245,Saint Paul,MN,Y,Yes,4.02,3.8,4,Weighted,,,,Gold,High School,,,,Catholic,,,,,,,,,No,Yes,,,,
321490158,006259259,,,,M,No,,Black or African AmericanBlack or African American - Africa,Black or African American,,,,IL,60505-2518,United States,UGRD,Freshman,Yes,,None,,10/9/2022,,,,,,,,,2023 August (Fall Semester),Business Administration,Business Administration,,App Received FRE,,,,Aurora East High School,140170,Aurora,IL,,Yes,,,,,,,,,High School,,,,Public,,,,,,,,,No,,,,,
795411624,006261726,,,,M,No,,White,White,,,,MN,55044-6335,United States,UGRD,Freshman,No,,None,,10/22/2022,,,,10/24/2022,,,,,2023 August (Fall Semester),Business Administration,Business Administration,,Business Administration,,,,Lakeville North High School,241325,Lakeville,MN,,Yes,4.1,3.9,4,Weighted,,,,,High School,,,,Public,,,,,,,,,No,,,,,
072726552,006260318,,,,F,No,,White,White,,,,MI,48098-2333,United States,UGRD,Freshman,No,Brother,None,,10/15/2022,,,,10/18/2022,,,,,2023 August (Fall Semester),Health Sciences,Health Sciences,,Health Sciences,,,,Marian High School,230332,Bloomfld Hls,MI,Y,Yes,3.75,3.66,4,Weighted,,,,Gold,High School,,,,Catholic,,,,,,,,,No,,,,,
058285364,006262922,,,,F,No,,White,White,,,,WI,53122-1420,United States,UGRD,Freshman,No,Mother,None,,10/26/2022,,,,10/27/2022,,,,,2023 August (Fall Semester),Arts and Sciences,Arts and Sciences,,Admit FRE,,,,Brookfield East High School,500281,Brookfield,WI,Y,No,4.3,4,4,Weighted,5,3,33,Gold,High School,,,,Public,,,,,,,,,No,,,,,
056911153,006258343,,,,M,No,,Asian,Asian,,,,IL,60608-6648,United States,UGRD,Freshman,No,,None,,9/30/2022,,,,10/5/2022,,,,,2023 August (Fall Semester),Business Administration,Business Administration,,Admit FRE,,,,Ogden International High School,140748,Chicago,IL,,Yes,3.41,3.41,4,Unweighted,4,4,,,High School,,,,Public,,,,,,,,,No,,,,,
543647695,006259260,,,,M,No,,Black or African American,Black or African American,,,,WI,53171-1003,United States,UGRD,Freshman,No,,None,,10/9/2022,,,,,,,,,2023 August (Fall Semester),Engineering,Engineering,,Incomplete FRE,,,,Beacon Academy,141852,Evanston,IL,,No,3.76,3.76,4,Unweighted,,,,,High School,NOT in Cristo Rey Network,NOT a Jesuit school,,Charter,,,,,,,,,No,,,,,
353683292,006264269,,,,M,No,,AsianWhite,Asian,,,,MI,48009-4628,United States,UGRD,Freshman,No,,None,,10/30/2022,,,,,,,,,2023 August (Fall Semester),Engineering,Engineering,,To Be Entered TOPT FRE,,,,International Academy,230347,Bloomfld Hls,MI,,Yes,,,,,,,,,High School,,,,Public,,,,,,,,,No,,,,,
868448970,006263252,,,,M,No,,White,White,,,,IL,60068-5613,United States,UGRD,Freshman,No,Mother,None,,10/27/2022,,,,10/28/2022,,,,,2023 August (Fall Semester),Business Administration,Business Administration,,Business Administration,,,,Maine South High School,143377,Park Ridge,IL,Y,Yes,3.06,3.06,4,Unweighted,,,,Gold,High School,,,,Public,,,,,,,,,No,Yes,,,,
736739774,006261729,,,,F,No,,White,White,,,,WI,53022,United States,UGRD,Freshman,No,Mother,None,,10/22/2022,,,,10/25/2022,,,,,2023 August (Fall Semester),Business Administration,Business Administration,,Admit FRE,,,,Germantown High School,500723,Germantown,WI,Y,No,3.92,3.92,4,Unweighted,4,4,29,Former Blue,High School,,,,Public,,,,,,,,,No,Yes,,,,
741241871,006264293,,,,F,Yes,,,Hispanic,,,,IL,60651-2105,United States,UGRD,Freshman,Yes,,None,,10/30/2022,,,,,,,,,2023 August (Fall Semester),Arts and Sciences,Arts and Sciences,,To Be Entered TOPT FRE,,,,George Westinghouse College Prep,141001,Chicago,IL,,Yes,,,,,,,,,High School,,,,Public,,,,,,,,,No,,,,,
557259675,006256410,,,,F,No,,White,White,,,,IL,60510-3569,United States,UGRD,Freshman,Yes,,None,,8/1/2022,,,,9/13/2022,,,,,2023 August (Fall Semester),Health Sciences,Health Sciences,,Admit FRE,,,,Batavia High School,140212,Batavia,IL,Y,Yes,3.6,3.68,4,Weighted,4,3,,Former Gold,High School,,,,Public,,,,,,,,,No,,,,,
005608778,006262914,,,,M,Yes,,Asian,Hispanic,,,,MI,48070-1600,United States,UGRD,Freshman,No,,None,,10/26/2022,,,,10/28/2022,,,,,2023 August (Fall Semester),Engineering,Engineering,,Engineering,,,,University of Detroit Jesuit High School,231225,Detroit,MI,Y,No,3.86,3.65,4,Weighted,,,34,Gold,High School,,"Yes, is a Jesuit School",,Catholic,,,,,,,,,No,Yes,,,,
254434878,006260746,,,,F,No,,White,White,,,,IL,60134-6067,United States,UGRD,Freshman,No,,None,,10/17/2022,,,,10/18/2022,,,,,2023 August (Fall Semester),Education,Education,,Education,,,,Geneva Community High School,142020,Geneva,IL,,No,4.45,3.95,4,Weighted,,,33,,High School,,,,Public,,,,,,,,,No,,,,,
093716367,006262303,,,,F,Yes,,White,Hispanic,,,,MI,48146-3537,United States,UGRD,Freshman,No,,None,,10/24/2022,,,,11/1/2022,,,,,2023 August (Fall Semester),Arts and Sciences,Arts and Sciences,,Arts & Sciences,,,,Riverview Community High School,233805,Riverview,MI,,Yes,3.87,3.76,4,Weighted,,,,,High School,,,,Public,,,,,,,,,No,,,,,
357452653,006265159,,,,M,No,,Black or African American,Black or African American,,,,WI,53206-3007,United States,UGRD,Freshman,,,,,10/31/2022,,,,,,,,,2023 August (Fall Semester),Communication,Communication,,App Received FRE,,,,Bay View High School,501335,Milwaukee,WI,Y,Yes,,,,,,,,,High School,,,MPS,Public,,,,,,,,,,,,,,
575454097,006263929,,,,F,No,,Black or African American,Black or African American,,,,WI,53223-5930,United States,UGRD,Freshman,No,,None,,10/29/2022,,,,,,,,,2023 August (Fall Semester),Health Sciences,Health Sciences,,To Be Entered TOPT FRE,,,,Rufus King International High School,501435,Milwaukee,WI,Y,Yes,,,,,,,,Gold,High School,,,MPS,Public,,,,,,,,,No,,,,,
322408177,006258157,,,,F,No,,White,White,,,,MI,48380-4476,United States,UGRD,Freshman,No,,None,,9/28/2022,,,,10/10/2022,,,,,2023 August (Fall Semester),Engineering,Engineering,,Admit FRE,,,,St Catherine of Siena Academy,233789,Wixom,MI,,Yes,3.74,3.74,4,Unweighted,3,4,,,High School,,,,Catholic,,,,,,,,,No,,,,,
025481276,006264270,,,,M,No,,White,White,,,,IL,60068-3109,United States,UGRD,Freshman,Yes,,None,,10/30/2022,,,,,,,,,2023 August (Fall Semester),Business Administration,Business Administration,,To Be Entered TOPT FRE,,,,Notre Dame College Prep,141063,Niles,IL,Y,Yes,,,,,,,,Gold,High School,,,,Catholic,,,,,,,,,No,Yes,,,,
028412860,006265179,,,,M,No,,Asian,Asian,,,,IL,60123-6780,United States,UGRD,Freshman,Yes,,None,,10/31/2022,,,,,,,,,2023 August (Fall Semester),Engineering,Engineering,,To Be Entered TOPT FRE,,,,South Elgin High School,143784,South Elgin,IL,,Yes,,,,,,,,,High School,,,,Public,,,,,,,,,No,,,,,
312836733,006260319,,,,F,Yes,,,Hispanic,,,,WI,53216-3344,United States,UGRD,Freshman,Yes,,None,,10/15/2022,,,,10/18/2022,,,,,2023 August (Fall Semester),Business Administration,Business Administration,,Maybe?,,,,Divine Savior Holy Angels High School DSHA,501350,Milwaukee,WI,Y,Yes,2.86,2.86,4,Unweighted,4,4,,Gold,High School,,,,Catholic,,,,,,,,,No,Yes,,,,
675811292,006264271,,,,M,No,,White,White,,,,IL,60068-1227,United States,UGRD,Freshman,No,,None,,10/30/2022,,,,,,,,,2023 August (Fall Semester),Arts and Sciences,Arts and Sciences,,To Be Entered FRE,,,,Maine South High School,143377,Park Ridge,IL,Y,No,,,,,,,,Gold,High School,,,,Public,,,,,,,,,No,,,,,
030346147,006262298,,,,M,No,,White,White,,,,MO,63116-2720,United States,UGRD,Freshman,No,,None,,10/24/2022,,,,10/26/2022,,,,,2023 August (Fall Semester),Business Administration,Business Administration,,Admit FRE,,,,Metro Academic and Classical High School,262994,Saint Louis,MO,,No,3.98,3.98,4,Unweighted,5,3,29,,High School,,,,Public,,,,,,,,,No,,,,,
049504062,006262299,,,,M,No,,White,White,,,,PA,18062-9495,United States,UGRD,Freshman,No,,None,,10/24/2022,,,,10/26/2022,,,,,2023 August (Fall Semester),Business Administration,Business Administration,,Business Administration,,,,Emmaus High School,391250,Emmaus,PA,,Yes,4.06,3.9,4,Weighted,,,,,High School,,,,Public,,,,,,,,,No,,,,,
607295465,006261570,,,,M,No,,Asian,Asian,,,,IL,60641-3725,United States,UGRD,Freshman,No,,None,,10/21/2022,,,,10/31/2022,,,,,2023 August (Fall Semester),Nursing,Nursing,,Nursing,,,,Lane Technical High School,140640,Chicago,IL,Y,No,3.81,3.81,4,Unweighted,,,26,Gold,High School,,,,Public,,,,,,,,,No,,,,,
996645528,006266005,,,,F,Yes,,,Hispanic,,,,,,Nicaragua,OIE,Freshman,No,,None,,10/31/2022,,,,,,,,,2023 August (Fall Semester),Arts and Sciences,Arts and Sciences,,Checklist Check OIE,,,,St Augustine Prep School,878122,Managua,,,No,,,,,,,,,High School,,,,Independent,,,,,,,,,No,,,,,
510013286,006263935,,,,M,Yes,,,Hispanic,,,,WI,53217-3938,United States,UGRD,Freshman,No,,None,,10/29/2022,,,,,,,,,2023 August (Fall Semester),Business Administration,Business Administration,,To Be Entered TOPT FRE,,,,Nicolet High School,501400,Glendale,WI,Y,Yes,,,,,,,,Gold,High School,,,,Public,,,,,,,,,No,,,,,
941688943,006261900,,,,F,Yes,,American Indian or Alaska Native,Hispanic,,,,WI,53221-3847,United States,UGRD,Freshman,No,Father,None,None,10/23/2022,,,,10/26/2022,,,,,2023 August (Fall Semester),Arts and Sciences,Arts and Sciences,,On-Site FRE,,,,Ronald Reagan College Prep High School,501348,Milwaukee,WI,Y,No,4,4,4,Unweighted,,,26,Gold,High School,,,MPS,Public,,,,,,,,,No,,,,,
771875739,006256791,,,,F,No,,White,White,,,,IL,60655-2403,United States,UGRD,Freshman,Yes,,None,,8/29/2022,,,,9/28/2022,,,,,2023 August (Fall Semester),Health Sciences,Health Sciences,,Admit FRE,,,,Mother McAuley High School,141044,Chicago,IL,Y,Yes,3.52,3.5,4,Weighted,3,3,,Gold,High School,,,,Catholic,,,,,,,,,No,Yes,,,,
040599649,006260968,,,,F,No,,White,White,,,,CA,90815-4319,United States,UGRD,Freshman,No,,None,,10/18/2022,,,,10/19/2022,,,,,2023 August (Fall Semester),Nursing,Nursing,,Nursing,,,,Robert A Millikan High School,051476,Long Beach,CA,,Yes,3.89,3.89,4,Unweighted,,,,,High School,,,,Public,,,,,,,,,No,,,,,
626630604,006263253,,,,M,Yes,,White,Hispanic,,,,PR,00926-5947,United States,UGRD,Freshman,No,,None,,10/27/2022,,,,,,,,,2023 August (Fall Semester),Business Administration,Business Administration,,To Be Entered TOPT FRE,,,,Colegio San Ignacio De Loyola,544400,Rio Piedras,PR,Y,Yes,,,,,,,,Gold,High School,,"Yes, is a Jesuit School",,Catholic,,,,,,,,,No,,,,,
643360573,006256405,,,,M,No,,Asian,Asian,,,,IL,60069-9618,United States,UGRD,Freshman,No,,None,,8/24/2022,,,,9/22/2022,,,,,2023 August (Fall Semester),Nursing,Nursing,,Admit FRE,,,,Stevenson High School,143550,Lincolnshire,IL,Y,Yes,3.54,3.54,4,Unweighted,5,4,,Gold,High School,,,,Public,,,,,,,,,No,Yes,,,,
347320829,006264952,,,,M,No,,Black or African American,Black or African American,,,,,,Nigeria,OIE,Freshman,Yes,,None,,10/27/2022,,,,,,,,,2023 August (Fall Semester),Education,Education,,Checklist Check OIE,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,No,,,,,
912671722,006263235,,,,F,No,,Black or African American,Black or African American,,,,AKWA IBOM STATE,500021,Nigeria,OIE,Freshman,Yes,,None,,10/25/2022,,,,,,,,,2023 August (Fall Semester),Business Administration,Business Administration,,Checklist Check OIE,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,No,,,,,
576364506,006263645,,,,F,Yes,,,Hispanic,,,,IL,60630-2331,United States,UGRD,Freshman,Yes,,None,,10/28/2022,,,,,,,,,2023 August (Fall Semester),Arts and Sciences,Arts and Sciences,,To Be Entered TOPT FRE,,,,Taft High School,141385,Chicago,IL,,Yes,,,,,,,,,High School,,,,Public,,,,,,,,,No,,,,,
484407034,006259930,,,,M,Yes,Mexican,White,Hispanic,,,,WI,53204-2128,United States,UGRD,Freshman,Yes,Sister,None,,10/13/2022,,,,10/19/2022,,,,,2023 August (Fall Semester),Engineering,Engineering,,On-Site FRE,,,,Messmer High School,501380,Milwaukee,WI,Y,Yes,3.14,2.94,4,Weighted,,,,Gold,High School,,,,Catholic,,,,,,,,,Yes,,,,,
021030234,006263254,,,,M,No,,White,White,,,,WI,53132-9751,United States,UGRD,Freshman,No,Mother,None,,10/27/2022,,,,,,,,,2023 August (Fall Semester),Nursing,Nursing,,To Be Entered TOPT FRE,,,,Catholic Memorial High School,502385,Waukesha,WI,Y,Yes,,,,,,,,Gold,High School,,,,Catholic,,,,,,,,,No,Yes,,,,
568042887,006256411,,,,F,No,,White,White,,,,WI,54956-3582,United States,UGRD,Freshman,No,,None,,8/7/2022,,,,10/18/2022,,,,,2023 August (Fall Semester),Health Sciences,Health Sciences,,Health Sciences,,,,Neenah High School,501615,Neenah,WI,Y,Yes,3.54,3.54,4,Unweighted,,,,Former Gold,High School,,,,Public,,,,,,,,,No,,,,,
131255558,006187900,,,,M,Yes,,White,Hispanic,,,,WI,53215-2433,United States,UGRD,Freshman,Yes,,None,,10/14/2022,,,,,,,,,2023 August (Fall Semester),Business Administration,Business Administration,,App Received FRE,,,,Dominican High School,502505,Whitefish Bay,WI,Y,No,,,,,,,,Gold,High School,,,,Catholic,,,,,,,,,No,,,,,
953902547,006263949,,,,F,Yes,,,Hispanic,,,,IL,60060-2034,United States,UGRD,Freshman,Yes,,None,,10/29/2022,,,,,,,,,2023 August (Fall Semester),Nursing,Nursing,,To Be Entered TOPT FRE,,,,Mundelein High School,143097,Mundelein,IL,,Yes,,,,,,,,,High School,,,,Public,,,,,,,,,No,,,,,
915396265,006263635,,,,M,No,,AsianWhite,Asian,,,,IL,60487-8616,United States,UGRD,Freshman,No,,None,,10/28/2022,,,,,,,,,2023 August (Fall Semester),Business Administration,Business Administration,,To Be Entered FRE,,,,Victor J. Andrew High School,144117,Orland Hills,IL,,No,4.63,4,4,Weighted,,,,,High School,,,,Public,,,,,,,,,No,,,,,
813029682,006260320,,,,F,Yes,,White,Hispanic,,,,WI,54956-1185,United States,UGRD,Freshman,No,,None,,10/15/2022,,,,10/19/2022,,,,,2023 August (Fall Semester),Arts and Sciences,Arts and Sciences,,Admit FRE,,,,Saint Mary Catholic High School,501280,Neenah,WI,Y,No,3.98,3.98,4,Unweighted,5,3,30,Gold,High School,,,,Catholic,,,,,,,,,No,Yes,,,,
672631937,006262579,,,,F,Yes,,American Indian or Alaska Native,Hispanic,,,,IL,60459-2428,United States,UGRD,Freshman,Yes,,None,,10/25/2022,,,,10/31/2022,,,,,2023 August (Fall Semester),Education,Education,,Education,,,,Saint Laurence High School,143237,Burbank,IL,,No,4,4,4,Unweighted,,,18,,High School,,,,Catholic,,,,,,,,,No,,,,,
465447358,006265181,,,,M,Yes,,White,Hispanic,,,,WI,53215-1403,United States,UGRD,Freshman,Yes,,None,,10/31/2022,,,,,,,,,2023 August (Fall Semester),Engineering,Engineering,,To Be Entered TOPT FRE,,,,St. Augustine Preparatory Academy,500027,Milwaukee,WI,Y,Yes,,,,,,,,Gold,High School,,,,IndependentReligious NOT Catholic,,,,,,,,,No,,,,,
755460342,006266063,,,,M,Yes,,,Hispanic,,,,IL,60031-2972,United States,UGRD,Freshman,Yes,,None,,11/1/2022,,,,,,,,,2023 August (Fall Semester),Business Administration,Business Administration,,To Be Entered TOPT FRE,,,,Warren Township High School,142175,Gurnee,IL,Y,Yes,,,,,,,,Gold,High School,,,,Public,,,,,,,,,No,,,,,
391428141,006257992,,,,F,No,,White,White,,,,IL,60451-3737,United States,UGRD,Freshman,Yes,,None,,9/26/2022,,,,,,,,,2023 August (Fall Semester),Arts and Sciences,Arts and Sciences,,Incomplete FRE,,,,Lincoln-Way West High School,143171,New Lenox,IL,,No,4,4,4,Unweighted,,,,,High School,,,,Public,,,,,,,,,No,,,,,
150119586,006257069,,,,F,No,,WhiteWhite - Europe,White,,,,TN,37922-5162,United States,UGRD,Freshman,No,,None,,9/6/2022,,,,10/26/2022,,,,,2023 August (Fall Semester),Nursing,Nursing,,Nursing,,,,Bearden High School,431090,Knoxville,TN,,Yes,3.38,3.28,4,Weighted,,,,,High School,,,,Public,,,,,,,,,No,,,,,
256585864,006264294,,,,F,No,,White,White,,,,IL,60659-4907,United States,UGRD,Freshman,No,,None,,10/30/2022,,,,,,,,,2023 August (Fall Semester),Communication,Communication,,To Be Entered FRE,,,,Northside College Prep High School,141342,Chicago,IL,,No,,,,,,,,,High School,,,,Independent,,,,,,,,,No,Yes,,,,
005549984,006259580,,,,M,No,,White,White,,,,IL,60439-8608,United States,UGRD,Freshman,No,,None,,10/11/2022,,,,10/13/2022,,,,,2023 August (Fall Semester),Business Administration,Business Administration,,Maybe?,,,,Lemont Township High School,142590,Lemont,IL,,Yes,3.79,3.79,4,Unweighted,3,3,,,High School,,,,Public,,,,,,,,,No,Yes,,,,
515027036,006258239,,,,F,No,,White,White,,,,WI,54313-4844,United States,UGRD,Freshman,Yes,,None,,9/29/2022,,,,10/4/2022,,,,,2023 August (Fall Semester),Business Administration,Business Administration,,Maybe?,,,,Pulaski High School,501910,Pulaski,WI,,Yes,2.82,2.82,4,Unweighted,2,2,,,High School,,,,Public,,,,,,,,,No,,,,,
